"NutsID","region_name","NUTS_level","l.year","l.value","ltn.type_labour"
"1111601","Arcos de Valdevez","4","2019","2087","Total labour force in agriculture"
"1111601","Arcos de Valdevez","4","2019","1935","Family labour force"
"1111601","Arcos de Valdevez","4","2019","1046","Holder"
"1111601","Arcos de Valdevez","4","2019","626","Spouse"
"1111601","Arcos de Valdevez","4","2019","263","Other family members"
"1111601","Arcos de Valdevez","4","2019","152","Non-family labour force"
"1111601","Arcos de Valdevez","4","2019","75","Regular"
"1111601","Arcos de Valdevez","4","2019","65","Non-regular"
"1111601","Arcos de Valdevez","4","2019","11","Workers not hired by the holder"
"1111602","Caminha","4","2019","407","Total labour force in agriculture"
"1111602","Caminha","4","2019","326","Family labour force"
"1111602","Caminha","4","2019","159","Holder"
"1111602","Caminha","4","2019","83","Spouse"
"1111602","Caminha","4","2019","84","Other family members"
"1111602","Caminha","4","2019","81","Non-family labour force"
"1111602","Caminha","4","2019","59","Regular"
"1111602","Caminha","4","2019","20","Non-regular"
"1111602","Caminha","4","2019","3","Workers not hired by the holder"
"1111603","Melgaço","4","2019","980","Total labour force in agriculture"
"1111603","Melgaço","4","2019","878","Family labour force"
"1111603","Melgaço","4","2019","493","Holder"
"1111603","Melgaço","4","2019","259","Spouse"
"1111603","Melgaço","4","2019","126","Other family members"
"1111603","Melgaço","4","2019","101","Non-family labour force"
"1111603","Melgaço","4","2019","52","Regular"
"1111603","Melgaço","4","2019","45","Non-regular"
"1111603","Melgaço","4","2019","4","Workers not hired by the holder"
"1111604","Monção","4","2019","1984","Total labour force in agriculture"
"1111604","Monção","4","2019","1744","Family labour force"
"1111604","Monção","4","2019","919","Holder"
"1111604","Monção","4","2019","501","Spouse"
"1111604","Monção","4","2019","324","Other family members"
"1111604","Monção","4","2019","241","Non-family labour force"
"1111604","Monção","4","2019","118","Regular"
"1111604","Monção","4","2019","110","Non-regular"
"1111604","Monção","4","2019","12","Workers not hired by the holder"
"1111605","Paredes de Coura","4","2019","753","Total labour force in agriculture"
"1111605","Paredes de Coura","4","2019","709","Family labour force"
"1111605","Paredes de Coura","4","2019","360","Holder"
"1111605","Paredes de Coura","4","2019","208","Spouse"
"1111605","Paredes de Coura","4","2019","142","Other family members"
"1111605","Paredes de Coura","4","2019","44","Non-family labour force"
"1111605","Paredes de Coura","4","2019","25","Regular"
"1111605","Paredes de Coura","4","2019","14","Non-regular"
"1111605","Paredes de Coura","4","2019","5","Workers not hired by the holder"
"1111606","Ponte da Barca","4","2019","966","Total labour force in agriculture"
"1111606","Ponte da Barca","4","2019","868","Family labour force"
"1111606","Ponte da Barca","4","2019","432","Holder"
"1111606","Ponte da Barca","4","2019","257","Spouse"
"1111606","Ponte da Barca","4","2019","180","Other family members"
"1111606","Ponte da Barca","4","2019","98","Non-family labour force"
"1111606","Ponte da Barca","4","2019","53","Regular"
"1111606","Ponte da Barca","4","2019","26","Non-regular"
"1111606","Ponte da Barca","4","2019","19","Workers not hired by the holder"
"1111607","Ponte de Lima","4","2019","2983","Total labour force in agriculture"
"1111607","Ponte de Lima","4","2019","2654","Family labour force"
"1111607","Ponte de Lima","4","2019","1338","Holder"
"1111607","Ponte de Lima","4","2019","794","Spouse"
"1111607","Ponte de Lima","4","2019","523","Other family members"
"1111607","Ponte de Lima","4","2019","329","Non-family labour force"
"1111607","Ponte de Lima","4","2019","199","Regular"
"1111607","Ponte de Lima","4","2019","114","Non-regular"
"1111607","Ponte de Lima","4","2019","16","Workers not hired by the holder"
"1111608","Valença","4","2019","493","Total labour force in agriculture"
"1111608","Valença","4","2019","391","Family labour force"
"1111608","Valença","4","2019","200","Holder"
"1111608","Valença","4","2019","112","Spouse"
"1111608","Valença","4","2019","79","Other family members"
"1111608","Valença","4","2019","101","Non-family labour force"
"1111608","Valença","4","2019","54","Regular"
"1111608","Valença","4","2019","45","Non-regular"
"1111608","Valença","4","2019","3","Workers not hired by the holder"
"1111609","Viana do Castelo","4","2019","1645","Total labour force in agriculture"
"1111609","Viana do Castelo","4","2019","1308","Family labour force"
"1111609","Viana do Castelo","4","2019","669","Holder"
"1111609","Viana do Castelo","4","2019","401","Spouse"
"1111609","Viana do Castelo","4","2019","238","Other family members"
"1111609","Viana do Castelo","4","2019","337","Non-family labour force"
"1111609","Viana do Castelo","4","2019","217","Regular"
"1111609","Viana do Castelo","4","2019","102","Non-regular"
"1111609","Viana do Castelo","4","2019","17","Workers not hired by the holder"
"1111610","Vila Nova de Cerveira","4","2019","195","Total labour force in agriculture"
"1111610","Vila Nova de Cerveira","4","2019","141","Family labour force"
"1111610","Vila Nova de Cerveira","4","2019","76","Holder"
"1111610","Vila Nova de Cerveira","4","2019","41","Spouse"
"1111610","Vila Nova de Cerveira","4","2019","25","Other family members"
"1111610","Vila Nova de Cerveira","4","2019","53","Non-family labour force"
"1111610","Vila Nova de Cerveira","4","2019","34","Regular"
"1111610","Vila Nova de Cerveira","4","2019","18","Non-regular"
"1111610","Vila Nova de Cerveira","4","2019","2","Workers not hired by the holder"
"1120301","Amares","4","2019","961","Total labour force in agriculture"
"1120301","Amares","4","2019","596","Family labour force"
"1120301","Amares","4","2019","294","Holder"
"1120301","Amares","4","2019","173","Spouse"
"1120301","Amares","4","2019","129","Other family members"
"1120301","Amares","4","2019","365","Non-family labour force"
"1120301","Amares","4","2019","246","Regular"
"1120301","Amares","4","2019","114","Non-regular"
"1120301","Amares","4","2019","6","Workers not hired by the holder"
"1120302","Barcelos","4","2019","3042","Total labour force in agriculture"
"1120302","Barcelos","4","2019","2375","Family labour force"
"1120302","Barcelos","4","2019","1208","Holder"
"1120302","Barcelos","4","2019","699","Spouse"
"1120302","Barcelos","4","2019","469","Other family members"
"1120302","Barcelos","4","2019","667","Non-family labour force"
"1120302","Barcelos","4","2019","546","Regular"
"1120302","Barcelos","4","2019","86","Non-regular"
"1120302","Barcelos","4","2019","35","Workers not hired by the holder"
"1120303","Braga","4","2019","1751","Total labour force in agriculture"
"1120303","Braga","4","2019","1389","Family labour force"
"1120303","Braga","4","2019","647","Holder"
"1120303","Braga","4","2019","411","Spouse"
"1120303","Braga","4","2019","331","Other family members"
"1120303","Braga","4","2019","362","Non-family labour force"
"1120303","Braga","4","2019","221","Regular"
"1120303","Braga","4","2019","130","Non-regular"
"1120303","Braga","4","2019","11","Workers not hired by the holder"
"1120306","Esposende","4","2019","1443","Total labour force in agriculture"
"1120306","Esposende","4","2019","1277","Family labour force"
"1120306","Esposende","4","2019","635","Holder"
"1120306","Esposende","4","2019","442","Spouse"
"1120306","Esposende","4","2019","200","Other family members"
"1120306","Esposende","4","2019","166","Non-family labour force"
"1120306","Esposende","4","2019","109","Regular"
"1120306","Esposende","4","2019","49","Non-regular"
"1120306","Esposende","4","2019","8","Workers not hired by the holder"
"1120310","Terras de Bouro","4","2019","863","Total labour force in agriculture"
"1120310","Terras de Bouro","4","2019","808","Family labour force"
"1120310","Terras de Bouro","4","2019","409","Holder"
"1120310","Terras de Bouro","4","2019","248","Spouse"
"1120310","Terras de Bouro","4","2019","151","Other family members"
"1120310","Terras de Bouro","4","2019","55","Non-family labour force"
"1120310","Terras de Bouro","4","2019","19","Regular"
"1120310","Terras de Bouro","4","2019","34","Non-regular"
"1120310","Terras de Bouro","4","2019","2","Workers not hired by the holder"
"1120313","Vila Verde","4","2019","1914","Total labour force in agriculture"
"1120313","Vila Verde","4","2019","1638","Family labour force"
"1120313","Vila Verde","4","2019","826","Holder"
"1120313","Vila Verde","4","2019","521","Spouse"
"1120313","Vila Verde","4","2019","291","Other family members"
"1120313","Vila Verde","4","2019","276","Non-family labour force"
"1120313","Vila Verde","4","2019","164","Regular"
"1120313","Vila Verde","4","2019","100","Non-regular"
"1120313","Vila Verde","4","2019","13","Workers not hired by the holder"
"1190304","Cabeceiras de Basto","4","2019","1189","Total labour force in agriculture"
"1190304","Cabeceiras de Basto","4","2019","970","Family labour force"
"1190304","Cabeceiras de Basto","4","2019","524","Holder"
"1190304","Cabeceiras de Basto","4","2019","289","Spouse"
"1190304","Cabeceiras de Basto","4","2019","157","Other family members"
"1190304","Cabeceiras de Basto","4","2019","219","Non-family labour force"
"1190304","Cabeceiras de Basto","4","2019","86","Regular"
"1190304","Cabeceiras de Basto","4","2019","121","Non-regular"
"1190304","Cabeceiras de Basto","4","2019","12","Workers not hired by the holder"
"1190307","Fafe","4","2019","1263","Total labour force in agriculture"
"1190307","Fafe","4","2019","1135","Family labour force"
"1190307","Fafe","4","2019","614","Holder"
"1190307","Fafe","4","2019","337","Spouse"
"1190307","Fafe","4","2019","185","Other family members"
"1190307","Fafe","4","2019","128","Non-family labour force"
"1190307","Fafe","4","2019","91","Regular"
"1190307","Fafe","4","2019","32","Non-regular"
"1190307","Fafe","4","2019","5","Workers not hired by the holder"
"1190308","Guimarães","4","2019","1767","Total labour force in agriculture"
"1190308","Guimarães","4","2019","1183","Family labour force"
"1190308","Guimarães","4","2019","580","Holder"
"1190308","Guimarães","4","2019","322","Spouse"
"1190308","Guimarães","4","2019","281","Other family members"
"1190308","Guimarães","4","2019","584","Non-family labour force"
"1190308","Guimarães","4","2019","384","Regular"
"1190308","Guimarães","4","2019","151","Non-regular"
"1190308","Guimarães","4","2019","49","Workers not hired by the holder"
"1190309","Póvoa de Lanhoso","4","2019","1153","Total labour force in agriculture"
"1190309","Póvoa de Lanhoso","4","2019","923","Family labour force"
"1190309","Póvoa de Lanhoso","4","2019","433","Holder"
"1190309","Póvoa de Lanhoso","4","2019","268","Spouse"
"1190309","Póvoa de Lanhoso","4","2019","221","Other family members"
"1190309","Póvoa de Lanhoso","4","2019","230","Non-family labour force"
"1190309","Póvoa de Lanhoso","4","2019","112","Regular"
"1190309","Póvoa de Lanhoso","4","2019","109","Non-regular"
"1190309","Póvoa de Lanhoso","4","2019","9","Workers not hired by the holder"
"1190311","Vieira do Minho","4","2019","1039","Total labour force in agriculture"
"1190311","Vieira do Minho","4","2019","988","Family labour force"
"1190311","Vieira do Minho","4","2019","508","Holder"
"1190311","Vieira do Minho","4","2019","326","Spouse"
"1190311","Vieira do Minho","4","2019","154","Other family members"
"1190311","Vieira do Minho","4","2019","51","Non-family labour force"
"1190311","Vieira do Minho","4","2019","34","Regular"
"1190311","Vieira do Minho","4","2019","12","Non-regular"
"1190311","Vieira do Minho","4","2019","5","Workers not hired by the holder"
"1190312","Vila Nova de Famalicão","4","2019","1452","Total labour force in agriculture"
"1190312","Vila Nova de Famalicão","4","2019","902","Family labour force"
"1190312","Vila Nova de Famalicão","4","2019","530","Holder"
"1190312","Vila Nova de Famalicão","4","2019","243","Spouse"
"1190312","Vila Nova de Famalicão","4","2019","129","Other family members"
"1190312","Vila Nova de Famalicão","4","2019","551","Non-family labour force"
"1190312","Vila Nova de Famalicão","4","2019","394","Regular"
"1190312","Vila Nova de Famalicão","4","2019","107","Non-regular"
"1190312","Vila Nova de Famalicão","4","2019","49","Workers not hired by the holder"
"1190314","Vizela","4","2019","168","Total labour force in agriculture"
"1190314","Vizela","4","2019","114","Family labour force"
"1190314","Vizela","4","2019","51","Holder"
"1190314","Vizela","4","2019","30","Spouse"
"1190314","Vizela","4","2019","34","Other family members"
"1190314","Vizela","4","2019","54","Non-family labour force"
"1190314","Vizela","4","2019","43","Regular"
"1190314","Vizela","4","2019","10","Non-regular"
"1190314","Vizela","4","2019","1","Workers not hired by the holder"
"1191705","Mondim de Basto","4","2019","693","Total labour force in agriculture"
"1191705","Mondim de Basto","4","2019","609","Family labour force"
"1191705","Mondim de Basto","4","2019","316","Holder"
"1191705","Mondim de Basto","4","2019","200","Spouse"
"1191705","Mondim de Basto","4","2019","94","Other family members"
"1191705","Mondim de Basto","4","2019","84","Non-family labour force"
"1191705","Mondim de Basto","4","2019","43","Regular"
"1191705","Mondim de Basto","4","2019","35","Non-regular"
"1191705","Mondim de Basto","4","2019","6","Workers not hired by the holder"
"11A0104","Arouca","4","2019","1233","Total labour force in agriculture"
"11A0104","Arouca","4","2019","1039","Family labour force"
"11A0104","Arouca","4","2019","547","Holder"
"11A0104","Arouca","4","2019","311","Spouse"
"11A0104","Arouca","4","2019","182","Other family members"
"11A0104","Arouca","4","2019","194","Non-family labour force"
"11A0104","Arouca","4","2019","70","Regular"
"11A0104","Arouca","4","2019","117","Non-regular"
"11A0104","Arouca","4","2019","7","Workers not hired by the holder"
"11A0107","Espinho","4","2019","32","Total labour force in agriculture"
"11A0107","Espinho","4","2019","23","Family labour force"
"11A0107","Espinho","4","2019","12","Holder"
"11A0107","Espinho","4","2019","9","Spouse"
"11A0107","Espinho","4","2019","2","Other family members"
"11A0107","Espinho","4","2019","10","Non-family labour force"
"11A0107","Espinho","4","2019","1","Regular"
"11A0107","Espinho","4","2019","8","Non-regular"
"11A0107","Espinho","4","2019","0","Workers not hired by the holder"
"11A0109","Santa Maria da Feira","4","2019","714","Total labour force in agriculture"
"11A0109","Santa Maria da Feira","4","2019","537","Family labour force"
"11A0109","Santa Maria da Feira","4","2019","313","Holder"
"11A0109","Santa Maria da Feira","4","2019","155","Spouse"
"11A0109","Santa Maria da Feira","4","2019","70","Other family members"
"11A0109","Santa Maria da Feira","4","2019","177","Non-family labour force"
"11A0109","Santa Maria da Feira","4","2019","83","Regular"
"11A0109","Santa Maria da Feira","4","2019","85","Non-regular"
"11A0109","Santa Maria da Feira","4","2019","8","Workers not hired by the holder"
"11A0113","Oliveira de Azeméis","4","2019","614","Total labour force in agriculture"
"11A0113","Oliveira de Azeméis","4","2019","452","Family labour force"
"11A0113","Oliveira de Azeméis","4","2019","212","Holder"
"11A0113","Oliveira de Azeméis","4","2019","129","Spouse"
"11A0113","Oliveira de Azeméis","4","2019","111","Other family members"
"11A0113","Oliveira de Azeméis","4","2019","163","Non-family labour force"
"11A0113","Oliveira de Azeméis","4","2019","104","Regular"
"11A0113","Oliveira de Azeméis","4","2019","51","Non-regular"
"11A0113","Oliveira de Azeméis","4","2019","7","Workers not hired by the holder"
"11A0116","São João da Madeira","4","2019","8","Total labour force in agriculture"
"11A0116","São João da Madeira","4","2019","8","Family labour force"
"11A0116","São João da Madeira","4","2019","5","Holder"
"11A0116","São João da Madeira","4","2019","1","Spouse"
"11A0116","São João da Madeira","4","2019","1","Other family members"
"11A0116","São João da Madeira","4","2019","0","Non-family labour force"
"11A0116","São João da Madeira","4","2019","0","Regular"
"11A0116","São João da Madeira","4","2019","0","Non-regular"
"11A0116","São João da Madeira","4","2019","0","Workers not hired by the holder"
"11A0119","Vale de Cambra","4","2019","681","Total labour force in agriculture"
"11A0119","Vale de Cambra","4","2019","622","Family labour force"
"11A0119","Vale de Cambra","4","2019","320","Holder"
"11A0119","Vale de Cambra","4","2019","208","Spouse"
"11A0119","Vale de Cambra","4","2019","94","Other family members"
"11A0119","Vale de Cambra","4","2019","59","Non-family labour force"
"11A0119","Vale de Cambra","4","2019","26","Regular"
"11A0119","Vale de Cambra","4","2019","31","Non-regular"
"11A0119","Vale de Cambra","4","2019","3","Workers not hired by the holder"
"11A1304","Gondomar","4","2019","415","Total labour force in agriculture"
"11A1304","Gondomar","4","2019","357","Family labour force"
"11A1304","Gondomar","4","2019","201","Holder"
"11A1304","Gondomar","4","2019","97","Spouse"
"11A1304","Gondomar","4","2019","59","Other family members"
"11A1304","Gondomar","4","2019","58","Non-family labour force"
"11A1304","Gondomar","4","2019","30","Regular"
"11A1304","Gondomar","4","2019","26","Non-regular"
"11A1304","Gondomar","4","2019","2","Workers not hired by the holder"
"11A1306","Maia","4","2019","468","Total labour force in agriculture"
"11A1306","Maia","4","2019","330","Family labour force"
"11A1306","Maia","4","2019","170","Holder"
"11A1306","Maia","4","2019","102","Spouse"
"11A1306","Maia","4","2019","58","Other family members"
"11A1306","Maia","4","2019","138","Non-family labour force"
"11A1306","Maia","4","2019","118","Regular"
"11A1306","Maia","4","2019","13","Non-regular"
"11A1306","Maia","4","2019","7","Workers not hired by the holder"
"11A1308","Matosinhos","4","2019","270","Total labour force in agriculture"
"11A1308","Matosinhos","4","2019","200","Family labour force"
"11A1308","Matosinhos","4","2019","109","Holder"
"11A1308","Matosinhos","4","2019","59","Spouse"
"11A1308","Matosinhos","4","2019","32","Other family members"
"11A1308","Matosinhos","4","2019","71","Non-family labour force"
"11A1308","Matosinhos","4","2019","59","Regular"
"11A1308","Matosinhos","4","2019","8","Non-regular"
"11A1308","Matosinhos","4","2019","3","Workers not hired by the holder"
